guten_bid,good_bid,title,author
36755,18922070,The Child's Picture Book,Anonymous
36758,12377396,Cynthia Wakeham's Money,Anna Katharine Green
36823,21952364,"Marjorie Dean, High School Junior",Pauline Lester
36853,2377059,A Very Naughty Girl,L.T. Meade
36914,16128407,A Son of the Sahara,Louise Gerard
36943,19088664,Twenty Quick Soups,Sarah Tyson Heston Rorer
36949,13282497,Wild Life in a Southern County,Richard Jefferies
36951,291961,Jock of the Bushveld,Percy FitzPatrick
36955,19356018,Every Man His Own University,Russell H. Conwell
36958,12847171,A Child of the Jago,Arthur Morrison
37027,32119491,With Fire and Sword: An Historical Novel of Poland and Russia,Henryk 1846-1916 Sienkiewicz
37036,18982385,The Key to Success,Russell H. Conwell
37039,6452930,The Red Room,August Strindberg
37056,18669553,Baseball Joe of the Silver Stars or The Rivals of Riverside,Lester Chadwick
37102,13125748,Cedric the Forester,Bernard Marshall
37116,20417196,History of the Buccaneers of America,James Burney
37121,12490289,Charles Dickens' Children Stories,Charles Dickens
37129,19495340,Reminiscences of Anton Chekhov,Maxim Gorky
37134,6628742,Elements of Style,William Strunk Jr.
37140,26321241,A Proposal Under Difficulties: A Farce,John Kendrick Bangs
37172,17982961,In a Glass Darkly (v.1/3),J. Sheridan Le Fanu
37173,17982968,In a Glass Darkly (v.2/3),J. Sheridan Le Fanu
37174,12969856,"In a Glass Darkly, v. 3/3",J. Sheridan Le Fanu
37181,7242995,The War Workers,E.M. Delafield
37189,10861915,The Return of the Soldier,Rebecca West
37206,728765,Sea and Sardinia,D.H. Lawrence
37213,20604750,Reincarnations,James Stephens
37214,20967486,The Adventures of Seumas Beg The Rocky Road to Dublin,James Stephens
37219,19193828,Little Susy's Little Servants,Elizabeth Payson Prentiss
37234,13143638,My Path to Atheism,Annie Besant
37244,12736898,Kitty's conquest,Charles       King
37260,8095805,The Outspan; Tales of South Africa,Percy FitzPatrick
37292,14448879,Thoughts for the Quiet Hour,Dwight L. Moody
37300,7906428,Henry James,Rebecca West
37361,14323282,"Pan Michael - An Historical Novel of Poland, the Ukraine, and Turkey",Henryk Sienkiewicz
37392,9569097,Green Balls the Adventure of a Night Bomber,Paul Bewsher
37408,672061,"Rising Tide of Color Against White World-Supremacy, The",T. Lothrop Stoddard
37423,631985,How We Think,John Dewey
37430,8282266,"The Sin of Monsieur Pettipon, and Other Humorous Tales",Richard Connell
37466,34234556,Lost in the Canon; The Story of Sam Willett's Adventures on the Great Colorado of the West,Alfred Rochefort Calhoun
37488,12899857,Asgard Stories: Tales from Norse Mythology,Mary H. Foster
37554,18915280,The Bobbsey Twins at Cedar Camp,Laura Lee Hope
37653,17902201,"Sentiment, Inc.",Poul Anderson
37660,37458,Of All Things,Robert Benchley
37686,20981438,"Lincoln, the Politician",T. Aaron Levy
37694,19250744,"Reason, The Only Oracle of Man Or a Compendius System of Natural Religion",Ethan Allen
37698,17327107,Dawn of the Morning,Grace Livingston Hill
37703,12444949,About the Holy Bible: A Lecture,Robert G. Ingersoll
37710,10648223,Mavis of Green Hill,Faith Baldwin
37826,18841798,Daisy the autobiography of a cat,Miranda Eliot Swan
37838,19330914,The Story of Louie,Oliver Onions
37842,11749490,Small Horses in Warfare,Walter Gilbey
37846,19387574,"Raemaekers' Cartoon History of the War, Volume 2 The Second Twelve Months of War",Louis Raemaekers
37908,19590625,"Adeline Mowbray Or, the Mother and Daughter",Amelia Opie
37909,18894660,The Bobbsey Twins on the Deep Blue Sea,Laura Lee Hope
37923,14851741,The Old Debauchees: A Comedy,Henry Fielding
37937,16044434,A Wanderer in Paris,Edward Verrall Lucas
37952,753024,The Adventures of Chatterer the Red Squirrel,Thornton W. Burgess
37976,13562487,Dot and Tot of Merryland,L. Frank Baum
37988,18994182,"The Ladies' Guide to True Politeness and Perfect Manners or, Miss Leslie's Behaviour Book",Eliza Leslie
38011,18930320,The Epic of Hades In Three Books,Lewis Morris
38025,18952919,"Fables for Children, Stories for Children, Natural Science Stories, Popular Education, Decembrists, Moral Tales",Leo Tolstoy
38039,1757504,"History Of ""Billy The Kid""",Charles A. Siringo
38049,2777400,"Louisa May Alcott: Life, Letters & Journals",Louisa May Alcott
38065,1031919,Eight or Nine Wise Words about Letter-Writing,Lewis Carroll
38071,19320487,The Guards Came Through and Other Poems,Arthur Conan Doyle
38073,2987374,Thomas Jefferson: The Apostle of Americanism,Gilbert Chinard
38075,11735261,An ambitious woman; a novel,Edgar Fawcett
38081,13645683,The Inhabitants of the Philippines,Frederic Henry Read Sawyer
38093,19060128,The Christian Religion An Enquiry,Robert G. Ingersoll
38110,4591834,"Aucassin and Nicolette, and Other Mediaeval Romances and Legends",Eugene Mason
38117,18938603,The Book of Life,Upton Sinclair
38145,685731,"Human, All Too Human: A Book for Free Spirits",Friedrich Nietzsche
38195,12191031,The outcaste,Fanny Emily Penny
38208,2338531,The Animal Story Book,Andrew Lang
38215,779652,The Mary Frances Cook Book: Adventures Among the Kitchen People,Jane Eayre Fryer
38219,15111145,A General Introduction to Psychoanalysis,Sigmund Freud
38279,19199195,How John Norton the Trapper Kept His Christmas,William Henry Harrison Murray
38287,20501434,We're Civilized!,Mark Clifton
38296,21267249,Wild Adventures round the Pole The Cruise of the Snowbird Crew in the Arrandoon,Gordon Stables
38299,26395388,"Under Canvas; Or, the Hunt for the Cartaret Ghost",Captain Alan Douglas
38305,20150417,"Endurance Test or, How Clear Grit Won the Day",Alan Douglas
38309,19372772,"A Texas Cow Boy or, fifteen years on the hurricane deck of a Spanish pony, taken from real life",Charles A. Siringo
38319,7826374,By Desert Ways to Baghdad,Louisa Jebb Wilkins
38377,29570482,The Character of a Priest,Philanthropos
38382,18601156,"The Botanical Magazine, Vol. 9 or, Flower-Garden Displayed",William Curtis
38410,6368655,The Star-Treader and Other Poems,Clark Ashton Smith
38418,18780643,From Manassas to Appomattox Memoirs of The Civil War in America,James Longstreet
38424,20539926,Notes of a Son and Brother,Henry James
38427,18886731,The World As Will And Idea (Vol. 1 of 3),Arthur Schopenhauer
38434,25438963,Lincoln's Use Of The Bible,Samuel Trevena Jackson
38443,161820,The Croxley Master: A Great Tale of the Prize Ring,Arthur Conan Doyle
38447,8060196,Adventures in Swaziland: The Story of a South African Boer,Owen Rowe O'Neil
38460,12588939,Checkmate,Fae Sutherland
38466,24105997,"Hooded Detective, Volume III No. 2, January, 1942",Various
38497,19301778,"Nurse and Spy in the Union Army The Adventures and Experiences of a Woman in Hospitals, Camps, and Battle-Fields",S. Emma E. Edmonds
38510,514569,Discipline,Mary Brunton
38528,19253987,"The First Governess of the Netherlands, Margaret of Austria",Eleanor E. Tremayne
38535,16237877,The Great Illusion a Study of the Relation of Military Power to National Advantage,Norman Angell
38561,18971214,The White Peacock,D.H. Lawrence
38562,18759553,The Big Book of Nursery Rhymes,Walter Jerrold
38567,9649836,"Eight Cousins, Or, the Aunt-Hill",Louisa May Alcott
38592,473303,A Woman of Genius,Mary Austin
38593,276507,"The History of the Knights Templars, the Temple Church, and the Temple",Charles G. Addison
38600,708809,The World's Sixteen Crucified Saviors: Christianity Before Christ,Kersey Graves
38602,7812419,The Monk and the Hangman's Daughter,Ambrose Bierce
38616,14760236,Where Love Is There God Is Also,Leo Tolstoy
38619,7204450,A Terrible Tomboy,Angela Brazil
38627,18939633,Queen Victoria As I Knew Her,Theodore Martin
38657,14382559,Love Among the Lions: A Matrimonial Experience,F. Anstey
38680,2407854,"The Thirteenth, Greatest of Centuries",James Joseph Walsh
38703,18894448,The Black Moth A Romance of the XVIIIth Century,Georgette Heyer
38727,28153618,A Vindication of Natural Diet,Percy Bysshe Shelley
38763,13834570,"Witch, Warlock, and Magician: Historical Sketches of Magic and Witchcraft in England and Scotland",William Henry Davenport Adams
38777,31844550,Lad: A Dog,Albert Payson Terhune
38801,18943564,"The Works of Robert G. Ingersoll, Vol. 1 (of 12) Dresden Edition-Lectures",Robert G. Ingersoll
38802,19296446,"The Works of Robert G. Ingersoll, Vol. 2 (of 12) Dresden Edition-Lectures",Robert G. Ingersoll
38803,19296574,"The Works of Robert G. Ingersoll, Vol. 3 (of 12) Dresden Edition-Lectures",Robert G. Ingersoll
38840,11060288,The Adventures of Buffalo Bill,William F. Cody
38847,17207488,Princess Belle-Etoile,Walter Crane
38870,7670689,West African Studies,Mary Henrietta Kingsley
38928,14464232,"Meteorology; Or, Weather Explained",John Gordon M'Pherson
38939,1862947,The Little Colonel at Boarding-School,Annie Fellows Johnston
38958,19456328,Cardigan,Robert W. Chambers
38990,9132890,Ovington's Bank,Stanley J. Weyman
39064,30119470,Hegel's Philosophy of Mind,Georg Wilhelm Friedrich Hegel
39072,18906418,The A.E.F. With General Pershing and the American Forces,Heywood Broun
39094,20049317,"Two Boy Gold Miners Or, Lost in the Mountains",Frank V. Webster
39122,6098211,Memoirs of a Midget,Walter de la Mare
39125,1429419,Maggie's Wish,Marilyn D. Anderson
39143,18798732,The Making of a Saint,W. Somerset Maugham
39178,9829911,Der Tag or the Tragic Man,J.M. Barrie
39205,19319369,"Sheep, Swine, and Poultry Embracing the History and Varieties of Each; The Best Modes of Breeding; Their Feeding and Management; Together with etc.",Robert Jennings
39211,8786,Piano Playing: With Piano Questions Answered,Josef Hofmann
39229,19116364,The Mardi Gras Mystery,H. (Henry) Bedford-Jones
39237,2055450,The Conquest: The Story of a Negro Pioneer,Oscar Micheaux
39238,17733515,The Homesteader: A Novel,Oscar Micheaux
39255,17210040,The Fire-Gods: A Tale of the Congo,Charles Gilson
39257,188897,Socialism: Utopian and Scientific,Friedrich Engels
39269,6911763,Winterslow: Essays and Characters Written There,William Hazlitt
39284,26967845,Curiosities of Puritan Nomenclature,Charles Wareing Endell Bardsley
39295,941618,The Man in Black,Stanley J. Weyman
39297,17412896,The Red Cockade,Stanley J. Weyman
39378,16054267,Mortal Coils,Aldous Huxley
39387,17438285,Submarine U93,Charles Gilson
39509,18905850,"The Black Man, the Father of Civilization Proven by Biblical History",James Morris Webb
39527,2819164,The Early Life and Adventures of Sylvia Scarlett,Compton Mackenzie
39537,2230798,"Medieval English Nunneries, c. 1275 to 1535",Eileen Power
39539,20516381,"The Cambrian Sketch-Book Tales, Scenes, and Legends of Wild Wales",R. Rice Davies
39546,22447846,Wit and Humor of the Bible: A Literary Study,Marion Daniel Shutter
39549,2166050,The Carved Lions,Mrs. Molesworth
39571,755254,Nicolo Paganini: His Life And Work,Stephen Samuel Stratton
39572,920964,West of the Sun,Edgar Pangborn
39591,14446759,Keeping Tryst - A Tale of King Arthur's Time,Annie Fellows Johnston
39599,1862967,The Little Colonel in Arizona,Annie Fellows Johnston
39644,19299059,Whilomville Stories,Stephen Crane
39664,4833318,The Hansa Towns,Helen Zimmern
39702,19051844,The philosophy of mathematics,Auguste Comte
39703,21177406,The First Boke of Moses called Genesis,William Tyndale
39706,577129,Mother West Wind's Animal Friends,Thornton W. Burgess
39780,14306440,"Baltimore Hats, Past and Present",William T. Brigham
39789,4912901,Nooks and Corners of Old New York,Charles Hemftreet
39826,21856230,The Trial of Callista Blake,Edgar Pangborn
39858,8711588,Trilby,George du Maurier
39871,8524430,Bikey the Skicycle: And Other Tales of Jimmieboy,John Kendrick Bangs
39954,2500502,With Americans of Past and Present Days,Jean Jules Jusserand
39955,19534694,The Dawn of Day,Friedrich Nietzsche
39972,903193,Palmetto Leaves,Harriet Beecher Stowe
40018,31462393,"Bass, Pike, Perch and Others",James Alexander Henshall
40075,19186760,The Knight of Malta,Eugene Sue
40079,1526048,The Philosophy of Disenchantment,Edgar Saltus
40082,19011454,The Thirty Years' War 1618-1648,Samuel Rawson Gardiner
40089,1558136,Reconstruction in Philosophy,John Dewey
40091,19098186,"The Solution of the Pyramid Problem or, Pyramide Discoveries with a New Theory as to their Ancient Use",Robert Ballard
40105,15761013,Baseball Joe at Yale or Pitching for the College Championship,Lester Chadwick
40108,18074327,Tales of Secret Egypt,Sax Rohmer
40120,19103243,The Vampire Cat A Play in one act from the Japanese legend of Nabeshima cat,Gerard Van Etten
40205,7550159,"History of Cleopatra, Queen of Egypt",Jacob Abbott
40243,18896746,The Hittites: The Story of a Forgotten Empire,A.H. Sayce
40257,19522498,Man's Place in Nature and Other Essays,Thomas Henry Huxley
40264,13604428,Regiment of Women,Clemence Dane
40284,16007715,The Sex Life of The Gods,Michael Knerr
40285,2177698,The Syrian Christ,Abraham Mitrie Rihbany
40321,17696512,Grim Tales,E. Nesbit
40365,450297,Anarchy,Errico Malatesta
40367,50185,The Decoration of Houses,Edith Wharton
40373,25731155,A Guide to Health,Mahatma Gandhi
40386,20482833,Wandering Ghosts,Francis Marion Crawford
40461,19320965,Indian Home Rule,Mahatma Gandhi
40464,17436397,The Mystery of Lincoln's Inn,Robert Machray
40484,18956023,Black Star's Campaign A Detective Story,Johnston McCulley
40500,19258994,Leatherface A Tale of Old Flanders,Emmuska Orczy
40519,26966775,The Captain of the Janizaries: A Story of Times of Scanderberg and the Fall of Constantinople,James M. Ludlow
40520,19336385,The Soul Stealer,Guy Thorne
40526,11918907,The Chronicles of Rhoda,Florence Tinsley Cox
40532,13030567,Portrait Miniatures,George C. Williamson
40569,7577357,Tales of Mean Streets,Arthur Morrison
40586,19386872,Billie Bradley and Her Classmates The Secret of the Locked Tower,Janet D. Wheeler
40591,29234651,Alexander Hamilton,Charles A. Conant
40596,12920372,Notes on the Book of Exodus,Charles Henry MacKintosh
40611,25033800,Prince Charlie,Burford Delannoy
40623,18194825,Private Sex Advice to Women: For Young Wives and Those Who Expect to Be Married,R.B. Armitage
40643,22314022,The Life of Johannes Brahms (Vol 1 of 2),Florence May
40659,15824619,Materfamilias,Ada Cambridge
40686,18924553,Demonology and Devil-lore,Moncure D. Conway
40760,19676115,"Fifty Years in Chains, Or, the Life of an American Slave",Charles  Ball
40764,5845285,Barty Crusoe and His Man Saturday,Frances Hodgson Burnett
40766,15978567,Nationalism,Rabindranath Tagore
40767,19458562,Old Plantation Days: Being Recollections of Southern Life Before the Civil War,Nancy B. De Saussure
40772,9792560,Human Animals,Frank Hamel
40786,19521363,The Black Riders and Other Lines,Stephen Crane
40799,26319649,An Address to Free Colored Americans,Anti-Slavery Convention of Americ Women
40806,13085310,Little Jeanne of France,Madeline Brandeis
40813,18778194,Smoke,Ivan Turgenev
40814,1385142,Ruth Hall: A Domestic Tale of the Present Time,Fanny Fern
40848,8116146,The Gully of Bluemansdyke and Other Stories,Arthur Conan Doyle
40868,19242751,The World As Will And Idea (Vol. 3 of 3),Arthur Schopenhauer
40879,2880214,The Affair at the Inn,Kate Douglas Wiggin
40882,10578814,Felix Holt: The Radical,George Eliot
40893,8252912,The Career of Katherine Bush,Elinor Glyn
40957,19294575,Leibniz's New Essays Concerning the Human Understanding A Critical Exposition,John Dewey
40964,17206349,Tony and the Beetles,Philip K. Dick
40993,19295912,Spacewrecked on Venus,Neil R. Jones
40995,18801507,The Zeppelin Destroyer: Being Some Chapters Of Secret History,William Le Queux
40997,17677772,As We Forgive Them,William Le Queux
41006,3578650,The Fairy Mythology: Illustrative of the Romance and Superstition of Various Countries (Forgotten Books),Thomas Keightley
41011,5520711,Pony Tracks,Frederic Remington
41049,19057224,The Onslaught from Rigel,Fletcher Pratt
41064,17622574,The Chapter Ends,Poul Anderson
41085,189545,The New Life: Or La Vita Nuova,Dante Alighieri
41130,21045529,The Stolen Statesman Being the Story of a Hushed Up Mystery,William Le Queux
41133,10260682,Studies in the art of rat-catching,Henry C. Barkley
41151,16104291,The Mystery Of The Hidden Room,Marion Harvey
41170,17281768,Great Ghost Stories,Joseph Lewis French
41186,2564627,Sant of the Secret Service: Some Revelations of Spies and Spying,William Le Queux
41214,992772,Totem and Taboo: Resemblances Between the Psychic Lives of Savages and Neurotics,Sigmund Freud
41232,1719371,Hungry Hearts,Anzia Yezierska
41256,1813426,Memoirs Of Emma Courtney,Mary Hays
41286,22061873,Miss Marjoribanks,Mrs. Oliphant
41303,13436219,"A Ladder of Swords: A Tale of Love, Laughter and Tears",Gilbert Parker
41326,4449403,The Girls of St. Wode's,L.T. Meade
41355,1187650,Miss Ravenel's Conversion from Secession to Loyalty,John William De Forest
41368,19004903,"Love Letters of Nathaniel Hawthorne, Volume 2 of 2",Nathaniel Hawthorne
41405,189776,The Accumulation of Capital,Rosa Luxemburg
41414,4486338,The Girl from the Marsh Croft,Selma Lagerlof
41415,19543125,Studies in Wives,Marie Belloc Lowndes
41432,14625309,The Tale of a Field Hospital,Frederick Treves
41437,18487160,Warriors of Old Japan and other stories,Yei Theodora Ozaki
41438,1481274,The Heart of Princess Osra,Anthony Hope
41453,20748091,The Mysterious Mr. Miller,William Le Queux
41458,20336583,The Gay Triangle: The Romance of the First Air Adventurers,William Le Queux
41478,18849732,"Memory How to Develop, Train, and Use It",William Walker Atkinson
41525,16218969,The House Opposite: A Mystery,Elizabeth Kent
41537,18681018,The Divine Comedy of Dante Alighieri The Inferno,Dante Alighieri
41542,628251,Rose Clark,Fanny Fern
41562,22836975,The Hanging Stranger,Philip K. Dick
41565,18955923,Consignment,Alan E. Nourse
41573,1262041,South-Sea Idyls,Charles Warren Stoddard
41579,19325291,Kimiko and Other Japanese Sketches,Lafcadio Hearn
41611,297440,Gatherings from Spain,Richard   Ford
41617,890643,A Complete Guide to Heraldry,Arthur Charles Fox-Davies
41619,24100312,The Haunting of Low Fennel,Sax Rohmer
41622,19089052,"Futuria Fantasia, Summer 1939",Ray Bradbury
41624,19089044,"Futuria Fantasia, Fall 1939",Ray Bradbury
41627,18887748,"Futuria Fantasia, Winter 1940",Ray Bradbury
41637,16074238,The Forgotten Planet,Murray Leinster
41641,12321796,Just sixteen,Susan Coolidge
41646,19413217,Emmeline The Orphan of the Castle,Charlotte Turner Smith
41714,6255761,The Syndic,C.M. Kornbluth
41837,17240243,The Secret Mark: An Adventure Story for Girls,Roy J. Snell
41846,13641103,"Bolax, imp or angel--which?",Josephine Culpeper
41873,6604020,"The History of Prostitution: Its Extent, Causes and Effects Throughout the World",William W. Sanger
41881,23146380,The Corsican Brothers,Alexandre Dumas
41894,4810774,Christmas Time,Catherine Stock
41901,9825824,The Victorious Attitude,Orison Swett Marden
41905,19452613,Captives of the Flame,Samuel R. Delany
41949,261832,Cyrano de Bergerac: A Heroic Comedy in Five Acts,Edmond Rostand
41981,262400,The Jewels of Aptor,Samuel R. Delany
42015,1785573,Helen in the Editor's Chair,Ruthe S. Wheeler
42016,17653820,The Purple Flame a Mystery Story for Girls,Roy J. Snell
42040,2738618,The Cruise of the O-Moo,Roy J. Snell
42059,10033860,Christopher Columbus and How He Received and Imparted the Spirit of Discovery,Justin Winsor
42100,17318876,The Bride of the Tomb & Queenie's Terrible Secret,Mrs. Alex. McVeigh Miller
42104,12005162,Children in prison and other cruelties of prison life,Oscar Wilde
42111,35598411,And Then the Town Took Off,Richard Wilson
42122,26124405,"""ATCHOO!"" Sneezes from a Hilarious Vaudevillian",George Niblo
42133,17591454,"Bobs, a Girl Detective",Grace May North
42182,10403294,The Hyborian Age,Robert E. Howard
42183,13035888,Queen of the Black Coast,Robert E. Howard
42188,4413228,Shadows In The Moonlight,Robert E. Howard
42196,4413247,Shadows In Zamboula,Robert E. Howard
42200,299990,The Shadow of Ashlydyat,Mrs. Henry Wood
42209,10500488,The Devil in Iron,Robert E. Howard
42222,14330342,Double Harness,Anthony Hope
42227,4413772,A Witch Shall Be Born,Robert E. Howard
42232,10975557,A Child's Dream of a Star,Charles Dickens
42236,1502416,Jewels of Gwahlur,Robert E. Howard
42243,801359,Hour of the Dragon,Robert E. Howard
42246,17715547,Quicksilver Sue,Laura Elizabeth Richards
42254,18172214,Beyond the Black River,Robert E. Howard
42259,3823753,Conan: The People of the Black Circle,Robert E. Howard
42274,2296584,With the Indians in the Rockies,James Willard Schultz
42282,3886852,In Beaver World,Enos A. Mills
42284,12058806,Love Among the Ruins,Warwick Deeping
42285,36402124,The Story of Scraggles,George Wharton James
42315,2717707,"The Rise and Fall of the Confederate Government, Volume 2",Jefferson Davis
42390,793610,Myths of the North American Indians,Lewis Spence
42395,7942561,The Circle - A Comedy in Three Acts,W. Somerset Maugham
42422,4222049,The Passing of the Storm and Other Poems,Alfred Castner King
42435,20975630,Alcohol and the Human Brain,Joseph Cook
42455,803332,The Mystery of the Sea,Bram Stoker
42459,22498779,Bernard Treves's Boots: A Novel of the Secret Service,Laurence Clarke
42486,7195583,"The Two Magics: The Turn of the Screw, Covering End",Henry James
42490,4470196,Outwitting the Hun: My Escape from a German Prison Camp,Pat O'Brien
42520,7693713,A Marriage Under the Terror,Patricia Wentworth
42543,18587954,Sappho: A New Rendering,Henry de Vere Stacpoole
42556,4458428,The Girls of the True Blue,L.T. Meade
42559,1641075,The Story of Scotch,Enos A. Mills
42580,28259731,Expository Writing,Mervin James Curl
42618,8523753,The Lady of Lynn,Walter Besant
42664,21332594,Gods of the North,Robert E. Howard
42666,10551463,Across Patagonia,Lady Florence Caroline Dixie
42685,11454099,"The 'Fan Kwae' at Canton Before Treaty Days, 1825-1844",William C. Hunter
42687,19315523,The Seven Sleuths' Club,Carol Norton
42688,22646203,The Red Lure,Roy J. Snell
42702,20527776,Passing By,Maurice Baring
42773,18218825,Talks on the study of literature,Arlo Bates
42796,23540401,The Box-Car Children,Gertrude Chandler Warner
42804,818796,Buff: A Collie and Other Dog Stories,Albert Payson Terhune
42859,27664514,Lachmi Bai Rani of Jhansi the Jeanne D'Arc of India,Michael White
42868,24939666,A Thousand Ways to Please a Husband With Bettina's Best Recipes,LeCron Helen Cowles
42901,24105363,Creatures of the Abyss,Murray Leinster
42914,13265225,Gladiator,Philip Wylie
42987,22400807,Nightmare Planet,Murray Leinster
43008,14336290,Around the Yule Log,Willis Boyd Allen
43011,26084903,Roy Blakeley's Silver Fox Patrol,Percy Keese Fitzhugh
43037,18006437,Guy Kenmore's Wife & The Rose and the Lily,Mrs. Alex. McVeigh Miller
43041,23547288,double or nothing,Jack Sharkey
43063,17570385,A Case in Camera,Oliver Onions
43069,2049405,The Hundredth Chance,Ethel M. Dell
43079,19104411,The Boy Patrol On Guard,Edward S. Ellis
43120,4458209,"Dumps, A Plain Girl",L.T. Meade
43133,31788238,"Imogen, Or, Only Eighteen",Mrs. Molesworth
43143,11503378,A Ring of Rubies,L.T. Meade
43218,19104178,The Boy Patrol Around the Council Fire,Edward S. Ellis
43219,23085134,Raemaekers' Cartoon History of the War: Volume Three: The Third Twelve Months of War,Louis Raemaekers
43235,9767138,First on the Moon,Jeff Sutton
43286,8313072,The Criminal Prosecution and Capital Punishment of Animals,Edward Payson Evans
43300,23160829,Medieval Medicine,James Joseph Walsh
43301,18281216,"Wizard Will, the Wonder Worker",Prentiss Ingraham
43340,18462245,"The Fair God or, The Last of the 'Tzins: A Tale of the Conquest of Mexico",Lew Wallace
43349,13291670,An Irishman's Difficulties with the Dutch Language,Cuey-na-Gael
43363,12510464,Earthworms and Their Allies,Frank E. Beddard
43399,23430393,Blackfeet Tales of Glacier National Park,James Willard Schultz
43453,34118599,A pickle for the knowing ones,Timothy Dexter
43471,18281228,"They Looked and Loved; or, Won by Faith",Mrs. Alex. McVeigh Miller
43490,1761606,The Social Significance of Modern Drama,Emma Goldman
43502,10629809,Votes for Women: A Play in Three Acts,Elizabeth Robins
43503,1276215,The Origin Of Paul's Religion,J. Gresham Machen
43533,12328853,A brief Bible history; a survey of the Old and New Testaments,James Oscar Boyd
43572,13510356,A Commentary to Kant's Critique of Pure Reason,Norman Kemp Smith
43596,831193,The Adventures of Sammy Jay,Thornton W. Burgess
43600,18628530,Wonderful Stories For Children,Hans Christian Andersen
43601,1601566,Freaks of Fanaticism and Other Strange Events,Sabine Baring-Gould
43624,12873966,My friend Annabel Lee,Mary MacLane
43662,1000336,Myths and Legends: Ancient Egypt,Lewis Spence
43680,3782574,"The Russian Turmoil; Memoirs: Military, Social, And Political",Anton Ivanovich Denikin
43696,18898941,The Story of Mary MacLane,Mary MacLane
43711,8460805,A History of Chinese Literature,Herbert Allen Giles
43750,134484,Ancient Man in Britain,Donald A. Mackenzie
43794,213732,My Religion,Leo Tolstoy
43807,7242122,"Little Bessie, the careless girl, or, Squirrels, nuts, and water-cresses",Josephine Franklin
43816,93221,Incredible Adventures,Algernon Blackwood
43835,1029413,Lumen,Camille Flammarion
43906,14573021,The Story of the Teasing Monkey,Helen Bannerman
43970,25585532,Every Day Life in the Massachusetts Bay Colony,George Francis Dow
43997,34992344,Wanderings In India And Other Sketches Of Life In Hindostan,John Lang
44015,23634026,The Fatal Dowry,Philip Massinger
44073,6440648,The Aquarian Gospel of Jesus the Christ: The Philosophic and Practical Basis of the Religion of the Aquarian Age of the World and of the Church Universal,Levi Dowling
44079,13183235,Sudden Jim,Clarence Budington Kelland
44094,3189997,Civilization Its Cause and Cure and Other Essays,Edward Carpenter
44100,5973700,Ruth of Boston: A Story of the Massachusetts Bay Colony (1910),James Otis
44106,26230037,The Confession of a Fool,August Strindberg
44117,11590012,The Duel,Aleksandr Ivanovich Kuprin
44133,18172413,The Girl Warriors: A Book for Girls,Adene Williams
44145,154414,Economic Sophisms,Frederic Bastiat
44146,13074109,That Pup,Ellis Parker Butler
44172,9845997,Roy Blakeley's Motor Caravan,Percy Keese Fitzhugh
44176,19091703,"White Dandy, or, Master and I: a horse's story",Velma Caldwell Melville
44249,18296681,"Detectives, Inc. A Mystery Story for Boys",William Heyliger
44274,12667041,My Adventures with Your Money,George Graham Rice
44308,89265,The Art of War in the Middle Ages: A.D. 378-1515,Charles William Chadwick Oman
44348,20715548,Dastral of the Flying Corps,Rowland Walker
44385,835920,Bliss and Other Stories,Katherine Mansfield
44397,8950654,Haunted Places in England,Eliot O'Donnell
44398,14221016,Poems on Slavery.,Henry Wadsworth Longfellow
44451,24954990,A Company Of Tanks,Major William Henry Lowe Watson
44470,10108626,"Trooper 3809, a private soldier of the third republic",Lionel Decle
44471,9925522,"Life Aboard a British Privateer in the Time of Queen Anne: Being the Journal of Captain Woodes Rogers, Master Mariner",Woodes Rogers
44485,9846007,"Roy Blakeley, Lost, Strayed or Stolen",Percy Keese Fitzhugh
44505,6369026,Across America by Motor-Cycle,C.K. Shepherd
44508,12474907,The Myth of a Guilty Nation,Albert Jay Nock
44576,6517807,Girls of Silver Spur Ranch,Grace MacGowan Cooke
44593,3308210,The Oxford Book of Ballads,Arthur Quiller-Couch
44600,10993587,Martha of California: A Story of the California Trail,James Otis
44625,8974999,True Ghost Stories,Hereward Carrington
44626,19270528,Plantation Reminiscences,Letitia Burwell
44649,8840504,The Last Boer War,H. Rider Haggard
44670,9791299,Dorothy Dixon and the Double Cousin,Dorothy Wayne
44702,20576739,Reminiscences of a Prisoner of War and His Escape,Daniel Avery Langworthy
44745,24553990,The World on Wheels and Other Sketches,Benjamin Franklin Taylor
44800,764976,The Law,Frederic Bastiat
44819,19091833,"Kathleen's Diamonds, or, She loved a handsome actor",Mrs. Alex. McVeigh Miller
44862,6330681,"Linda Carlton, Air Pilot",Edith Lavell
44881,10396706,Confessions of a Thug,Philip Meadows Taylor
44888,2590497,The Diary of a Freshman,Charles Macomb Flandrau
44912,11403825,Private Papers of William Wilberforce,William Wilberforce
44923,10740688,Slim Evans and His Horse Lightning,Graham M. Dean
44932,8187886,Free Thought and Official Propaganda,Bertrand Russell
44941,4495036,The Government of God,John  Taylor
45001,4375937,"Institutes of the Christian Religion, Vol. 1 of 2",John Calvin
45035,5653116,Sir William Wallace,Alexander Falconer Murison
45107,21454580,Frey and His Wife,Maurice Hewlett
45109,30246415,The Enchiridion,Epictetus
45125,21542885,The Story of Slavery,Booker T. Washington
45137,3857919,Myths & Legends of Babylonia & Assyria,Lewis Spence
45149,12037542,"The House of the Lord: A Study of Holy Sanctuaries, Ancient and Modern",James E. Talmage
